mode,slack,strictly_positive
8291,75512695997886738079723/13790979225000000000000000000,true
8294,154488505709/49647525210000000,true
8297,3225100856625504506516694943/992950504200000000000000000000000,true
8300,100757518417339304027071/7757425814062500000000000000,true
8303,1100672792731/248237626050000000,true
8306,1469787893588976004246473043/155148516281250000000000000000000,true
8309,1097976544263990928146371/124118813025000000000000000000,true
8312,1120640164921/496475252100000000,true
8315,5832223737272341325787326789/827458753500000000000000000000000,true
8318,591131341349436182476991/41372937675000000000000000000,true
8321,355635301529/49647525210000000,true
8324,10167691822176238433057351389/2482376260500000000000000000000000,true
8327,552805359480018844573249/62059406512500000000000000000,true
8330,308951277779/165491750700000000,true
8333,8286641147200544274942448373/620594065125000000000000000000000,true
8336,206641937506893252546457/24823762605000000000000000000,true
8339,253973798651/124118813025000000,true
8342,243572615895462198666303661/19393564535156250000000000000000,true
8345,716877314860737442143929/124118813025000000000000000000,true
8348,2109993666497/496475252100000000,true
8351,1419856787679957232102254161/275819584500000000000000000000000,true
8354,165404030533038460067179/24823762605000000000000000000,true
8357,268526519869/62059406512500000,true
8360,8785192931455424616619169297/827458753500000000000000000000000,true
8363,939491567880498945355963/62059406512500000000000000000,true
8366,1179802947403/496475252100000000,true
8369,4645056501357871164100643707/275819584500000000000000000000000,true
8372,1072160621723926625690489/124118813025000000000000000000,true
8375,105391003241/20686468837500000,true
8378,20827431441402697940008123667/4964752521000000000000000000000000,true
8381,352446597122546444476133/24823762605000000000000000000,true
8384,422461938061/124118813025000000,true
8387,12111017984611957642393161521/992950504200000000000000000000000,true
8390,171458691397243425611479/15514851628125000000000000000,true
8393,1267428620107/496475252100000000,true
8396,49150195109664012657986318291/4964752521000000000000000000000000,true
8399,946600753434951699608869/62059406512500000000000000000,true
8402,150572990191/55163916900000000,true
8405,2570638189558503185749492111/413729376750000000000000000000000,true
8408,5223319708734482389907/992950504200000000000000000,true
8411,107603656577/62059406512500000,true
8414,14658330176636685228902305201/551639169000000000000000000000000,true
8417,1078622372496369579955333/124118813025000000000000000000,true
8420,373495802957/248237626050000000,true
8423,20534848337510399393941777039/992950504200000000000000000000000,true
8426,344203901200973647716817/41372937675000000000000000000,true
8429,4830646100663/496475252100000000,true
8432,10243449123919734850119042679/1654917507000000000000000000000000,true
8435,1219708144470829781179/191541378125000000000000000,true
8438,584066886313/165491750700000000,true
8441,22858206025660216301132013841/1654917507000000000000000000000000,true
8444,135659469750912834804253/7757425814062500000000000000,true
8447,365505225293/165491750700000000,true
8450,20353135299109346951464156483/1654917507000000000000000000000000,true
8453,668960484821819029522861/124118813025000000000000000000,true
8456,1368734907587/496475252100000000,true
8459,5273441640155522280750164191/1241188130250000000000000000000000,true
8462,865547992068145118355391/124118813025000000000000000000,true
8465,21861036577/8274587535000000,true
8468,80555247908715766733344703839/4964752521000000000000000000000000,true
8471,7764890256080959159721/551639169000000000000000000,true
8474,1415115454613/496475252100000000,true
8477,770089893065108605416140717/99295050420000000000000000000000,true
8480,62430048096680952534739/6895489612500000000000000000,true
8483,805055316907/248237626050000000,true
8486,16720316261116959795442302691/2482376260500000000000000000000000,true
8489,771064033213051351526233/124118813025000000000000000000,true
8492,8641469239/3971802016800000,true
8495,29430031380721419416671672519/2482376260500000000000000000000000,true
8498,1115498628252639310850779/41372937675000000000000000000,true
8501,106645051319/49647525210000000,true
8504,605322842107578693207108127/38787129070312500000000000000000,true
8507,131470742222422783408453/10343234418750000000000000000,true
8510,3182272991359/496475252100000000,true
8513,1213007433880315732078237511/183879723000000000000000000000000,true
8516,629743281853134308933627/124118813025000000000000000000,true
8519,247448842093/62059406512500000,true
8522,2148179144489717909404419643/248237626050000000000000000000000,true
8525,65312272229580542754163/4964752521000000000000000000,true
8528,122922560279/55163916900000000,true
8531,28183667514492400479043214789/2482376260500000000000000000000000,true
8534,69956108340582360834827/10343234418750000000000000000,true
8537,91888316377/33098350140000000,true
8540,623398275405954134248490039/165491750700000000000000000000000,true
8543,47509060363042802837551/3878712907031250000000000000,true
8546,758691821017/165491750700000000,true
8549,502010942543710533813862769/45969930750000000000000000000000,true
8552,3493105399623215191019/306466205000000000000000000,true
8555,99151030501/55163916900000000,true
8558,28820792660522524136874969677/4964752521000000000000000000000000,true
8561,563543572279121408235527/31029703256250000000000000000,true
8564,36315314567/9193986150000000,true
8567,28520049169866392833245546193/4964752521000000000000000000000000,true
8570,30676892214335694544387/4596993075000000000000000000,true
8573,737321561383/165491750700000000,true
8576,61466876733551011612559096867/4964752521000000000000000000000000,true
8579,591449541884256217902389/62059406512500000000000000000,true
8582,83402751209/41372937675000000,true
8585,21971937892743215990759800391/1654917507000000000000000000000000,true
8588,924464997638207176633361/124118813025000000000000000000,true
8591,1823420105197/496475252100000000,true
8594,448798487325894011239878647/91939861500000000000000000000000,true
8597,674937073427257195636333/124118813025000000000000000000,true
8600,3400826830567/496475252100000000,true
8603,22497770077655236234386267629/2482376260500000000000000000000000,true
8606,39941196036260701520723/2585808604687500000000000000,true
8609,202448153491/82745875350000000,true
8612,305527435010694567327472928741/4964752521000000000000000000000000,true
8615,731928647951936706969889/124118813025000000000000000000,true
8618,91879290749/31029703256250000,true
8621,11518248131509409968287350413/2482376260500000000000000000000000,true
8624,851861969225921523725557/124118813025000000000000000000,true
8627,760297898699/248237626050000000,true
8630,9534530144805121193749742489/620594065125000000000000000000000,true
8633,50946656851972053747209/6205940651250000000000000000,true
8636,1780163642959/496475252100000000,true
8639,19457911763487022026671507497/2482376260500000000000000000000000,true
8642,138728862268633131058897/12411881302500000000000000000,true
8645,659591414561/248237626050000000,true
8648,2499219209801378407975409317/496475252100000000000000000000000,true
8651,67674685787372984705831/13790979225000000000000000000,true
8654,24353262599/9193986150000000,true
8657,121429103157509826540987519301/4964752521000000000000000000000000,true
8660,540182289079947358010521/41372937675000000000000000000,true
8663,2376732293/1323934005600000,true
8666,1917265192740285718414196479/55163916900000000000000000000000,true
8669,83979663013346392512923/8274587535000000000000000000,true
8672,1469376046517/248237626050000000,true
8675,2980969550628616528973791721/551639169000000000000000000000000,true
8678,916501844749811413839001/124118813025000000000000000000,true
8681,451070814863/165491750700000000,true
8684,1596439106551235964902651861/206864688375000000000000000000000,true
8687,142663730142067160781769/6895489612500000000000000000,true
8690,204311704123/124118813025000000,true
8693,2348629459948556584727779843/110327833800000000000000000000000,true
8696,4048714364748094622489/689548961250000000000000000,true
8699,222520065473/62059406512500000,true
8702,1336390352236539953806385171/310297032562500000000000000000000,true
8705,147402443903913568425769/24823762605000000000000000000,true
8708,301772335319/124118813025000000,true
8711,67423744510695119742995698813/4964752521000000000000000000000000,true
8714,150892948964002138391417/7757425814062500000000000000,true
8717,511484414189/248237626050000000,true
8720,19732162132686359336649110011/2482376260500000000000000000000000,true
8723,37366869843556319948201/2758195845000000000000000000,true
8726,842303370877/165491750700000000,true
8729,8672768519440955387001756601/1654917507000000000000000000000000,true
8732,185944366466436689235997/31029703256250000000000000000,true
8735,282163532663/124118813025000000,true
8738,28697917646423944983128356271/1654917507000000000000000000000000,true
8741,88094401378577319828293/4596993075000000000000000000,true
8744,53122348373/31029703256250000,true
8747,72218360179204896120145308661/1654917507000000000000000000000000,true
8750,124077895252524666478327/15514851628125000000000000000,true
8753,101945957789/24823762605000000,true
8756,3828846012712250197464712997/620594065125000000000000000000000,true
8759,9838170457580859988449/1532331025000000000000000000,true
8762,646721177131/248237626050000000,true
8765,5026825508856489876457459357/496475252100000000000000000000000,true
8768,279893743744716327466489/20686468837500000000000000000,true
8771,10637756401/4964752521000000,true
8774,31176055186155799161325410217/2482376260500000000000000000000000,true
8777,59595153552101900660423/8274587535000000000000000000,true
8780,296449310251/124118813025000000,true
8783,3399141784754727960655089121/992950504200000000000000000000000,true
8786,1053064099908823189787/161613037792968750000000000,true
8789,723524340407/248237626050000000,true
8792,60315971513342741265691156759/4964752521000000000000000000000000,true
8795,31309547541213601918291/3102970325625000000000000000,true
8798,4005144491/1838797230000000,true
8801,25304619907993129427051071243/4964752521000000000000000000000000,true
8804,1079836498055463762773629/124118813025000000000000000000,true
8807,653361784439/124118813025000000,true
8810,10934652683873880906104298719/1654917507000000000000000000000000,true
8813,200558795330662970193139/31029703256250000000000000000,true
8816,1149668033561/496475252100000000,true
8819,35116899486994270811650463329/2482376260500000000000000000000000,true
8822,214099127602695608067719/20686468837500000000000000000,true
8825,1422615677089/496475252100000000,true
8828,4971834404724439448303689163/620594065125000000000000000000000,true
8831,168872454488913262896989/24823762605000000000000000000,true
8834,2198729307011/496475252100000000,true
8837,4291966694178603846668804119/551639169000000000000000000000000,true
8840,127887783631941661699151/20686468837500000000000000000,true
8843,2462546427097/496475252100000000,true
8846,6192240296507431849025572597/620594065125000000000000000000000,true
8849,53219582703555001276621/4137293767500000000000000000,true
8852,467477269517/165491750700000000,true
8855,10299910261806101516443250179/551639169000000000000000000000000,true
8858,43831602816127048127527/8274587535000000000000000000,true
8861,1339956555187/496475252100000000,true
8864,21424242079356978436170064733/4964752521000000000000000000000000,true
8867,352516179105240332537611/62059406512500000000000000000,true
8870,2029166292023/496475252100000000,true
8873,9527071110230200921283341657/827458753500000000000000000000000,true
8876,214215291391202971833403/24823762605000000000000000000,true
8879,511643676251/124118813025000000,true
8882,18384310982180943405420157763/1241188130250000000000000000000000,true
8885,1256486067575083489545197/62059406512500000000000000000,true
8888,370338594307/124118813025000000,true
8891,215564015822564643341808043/22065566760000000000000000000000,true
8894,632348287957258974675599/124118813025000000000000000000,true
8897,254235595909/124118813025000000,true
8900,81489142855171548912465335549/4964752521000000000000000000000000,true
8903,2039856207833328492989677/124118813025000000000000000000,true
8906,196349606453/99295050420000000,true
8909,1581405172919544962451628259/61293241000000000000000000000000,true
8912,1125340853044308268657717/124118813025000000000000000000,true
8915,1272815181619/124118813025000000,true
8918,29642419489480362344002014719/4964752521000000000000000000000000,true
8921,42364140183140653180249/6895489612500000000000000000,true
8924,476320034507/165491750700000000,true
8927,3648823663943488113363414403/496475252100000000000000000000000,true
8930,1901656375743352070040833/62059406512500000000000000000,true
8933,873699009463/496475252100000000,true
8936,823388063519505502081965341/61293241000000000000000000000000,true
8939,25150629047300776981231/3447744806250000000000000000,true
8942,598629853/198590100840000,true
8945,38959827026041890588860233/5516391690000000000000000000000,true
8948,251141089707473825462897/31029703256250000000000000000,true
8951,672172081633/248237626050000000,true
8954,106882100777535773905521415469/4964752521000000000000000000000000,true
8957,351981137165864464415123/41372937675000000000000000000,true
8960,21989191033/13790979225000000,true
8963,346899602765236863278872793/38787129070312500000000000000000,true
8966,419617371084179761063571/41372937675000000000000000000,true
8969,1253939701129/248237626050000000,true
8972,835458177282057083843961971/165491750700000000000000000000000,true
8975,1070478910774191286206017/124118813025000000000000000000,true
8978,273566021869/165491750700000000,true
8981,9744042483645953285523951983/496475252100000000000000000000000,true
8984,937669718744907122016847/62059406512500000000000000000,true
8987,1179324594257/496475252100000000,true
8990,2763519850920592861013270939/82745875350000000000000000000000,true
8993,483040494550059251290099/62059406512500000000000000000,true
8996,60887413667/4964752521000000,true
8999,14544314380099059131449183237/1241188130250000000000000000000000,true
9002,660612484128588512412301/124118813025000000000000000000,true
9005,2052339201949/496475252100000000,true
9008,324625219723503254292862853/34477448062500000000000000000000,true
9011,929004553924526600995769/41372937675000000000000000000,true
9014,374269361239/165491750700000000,true
9017,9321888997576324345793268307/496475252100000000000000000000000,true
9020,561178098230499044129/80806518896484375000000000,true
9023,1384025306797/496475252100000000,true
9026,8604200493513865423210848811/2482376260500000000000000000000000,true
9029,76729646641978402619737/10343234418750000000000000000,true
9032,1271801048201/496475252100000000,true
9035,43308018441483950775352071689/4964752521000000000000000000000000,true
9038,56159955467169535326067/6205940651250000000000000000,true
9041,6091091539/3064662050000000,true
9044,1312718386848685280986204429/183879723000000000000000000000000,true
9047,1347422624484148309495043/124118813025000000000000000000,true
9050,2339529775553/496475252100000000,true
9053,38374158847923529166078731/7355188920000000000000000000000,true
9056,16508091239598615887801/1654917507000000000000000000,true
9059,527088903851/248237626050000000,true
9062,14268282483612304744574009393/992950504200000000000000000000000,true
9065,647334555619246633025171/62059406512500000000000000000,true
9068,1581675142213/496475252100000000,true
9071,72277144843029853441134346757/4964752521000000000000000000000000,true
9074,24685923582088799294063/3878712907031250000000000000,true
9077,658436144243/124118813025000000,true
9080,1488993541499423610385431097/183879723000000000000000000000000,true
9083,373492088724365101730849/62059406512500000000000000000,true
9086,337844433953/82745875350000000,true
9089,44089240986578351765775929951/4964752521000000000000000000000000,true
9092,740910979182872188189/53871012597656250000000000,true
9095,239847774373/124118813025000000,true
9098,91453309923262474221930156319/4964752521000000000000000000000000,true
9101,433595225485829394627631/62059406512500000000000000000,true
9104,1166852930537/248237626050000000,true
9107,8948355809080023023231763577/1654917507000000000000000000000000,true
9110,319440785564224219497349/41372937675000000000000000000,true
9113,602548724351/165491750700000000,true
9116,60230981052222096266077009409/4964752521000000000000000000000000,true
9119,130413360300480430321559/13790979225000000000000000000,true
9122,77944810411/27581958450000000,true
9125,77612448319754189890881318289/4964752521000000000000000000000000,true
9128,2035622147218837364785069/124118813025000000000000000000,true
9131,657572285219/248237626050000000,true
9134,5437303811551458900332263273/992950504200000000000000000000000,true
9137,860337222308013469158217/124118813025000000000000000000,true
9140,331817235277/165491750700000000,true
9143,26674838701411128121666300967/992950504200000000000000000000000,true
9146,1199998848623209273277309/124118813025000000000000000000,true
9149,96670661077/55163916900000000,true
9152,41703272017736758893466124171/1654917507000000000000000000000000,true
9155,1268574415690862572676299/124118813025000000000000000000,true
9158,307056543719/31029703256250000,true
9161,2141794851541829604008785499/413729376750000000000000000000000,true
9164,176433945800121064231477/20686468837500000000000000000,true
9167,1624848072407/496475252100000000,true
9170,30734150456278461641969844163/1654917507000000000000000000000000,true
9173,15471961184012753700907/969678226757812500000000000,true
9176,921972694969/496475252100000000,true
9179,60174986437960625292622933357/4964752521000000000000000000000000,true
9182,35448873664986596264663/6205940651250000000000000000,true
9185,101770582877/31029703256250000,true
9188,5722936693273529226290329631/827458753500000000000000000000000,true
9191,24049841829168529530499/4137293767500000000000000000,true
9194,56438741239/31029703256250000,true
9197,16995936702570718799889438943/992950504200000000000000000000000,true
9200,1030895875381007715429457/124118813025000000000000000000,true
9203,1596120029903/496475252100000000,true
9206,8310858504579354606824047283/1241188130250000000000000000000000,true
9209,1159377202213279723713247/124118813025000000000000000000,true
9212,1426720645243/496475252100000000,true
9215,5790486247347619954845115109/1241188130250000000000000000000000,true
9218,420387086448364546394129/62059406512500000000000000000,true
9221,334172180881/165491750700000000,true
9224,4543484530905331825707837781/310297032562500000000000000000000,true
9227,4594761301779348009217481/124118813025000000000000000000,true
9230,919070524831/496475252100000000,true
9233,2695516450531206294047009903/183879723000000000000000000000000,true
9236,160741827507077410375949/15514851628125000000000000000,true
9239,2593854435553/496475252100000000,true
9242,8161020727006630454389403021/1241188130250000000000000000000000,true
9245,65708337503858778018697/12411881302500000000000000000,true
9248,2095763246537/496475252100000000,true
9251,2174410739531514086760531517/248237626050000000000000000000000,true
9254,281308362394216150646851/12411881302500000000000000000,true
9257,99537034459/49647525210000000,true
9260,15059233973414053593639528293/1241188130250000000000000000000000,true
9263,82206359278946134932203/15514851628125000000000000000,true
9266,1402949595181/496475252100000000,true
9269,19039497722549971693980318833/4964752521000000000000000000000000,true
9272,96991690818187782524111/7757425814062500000000000000,true
9275,147520297211/41372937675000000,true
9278,5235741387196167559984267541/551639169000000000000000000000000,true
9281,603172793538573240326551/62059406512500000000000000000,true
9284,521913182407/248237626050000000,true
9287,1035556827032877344346106399/165491750700000000000000000000000,true
9290,1355146981297842060847633/124118813025000000000000000000,true
9293,338142069023/62059406512500000,true
9296,2897403775625485316211618199/620594065125000000000000000000000,true
9299,29824498889237232345859/5171617209375000000000000000,true
9302,603643051733/248237626050000000,true
9305,11749607075410555044887638817/620594065125000000000000000000000,true
9308,511662940380272876645597/62059406512500000000000000000,true
9311,326337813167/165491750700000000,true
9314,16618821622317292895142552877/1241188130250000000000000000000000,true
9317,1041537852904564234338019/124118813025000000000000000000,true
9320,59545421819/13790979225000000,true
9323,830744860320543285637119143/165491750700000000000000000000000,true
9326,77306202745421983584793/13790979225000000000000000000,true
9329,34740943687/4137293767500000,true
9332,10568774989820385990624451337/1241188130250000000000000000000000,true
9335,175284218751561594066983/15514851628125000000000000000,true
9338,307527567041/165491750700000000,true
9341,4868341050575949676169956339/183879723000000000000000000000000,true
9344,109696935183971512241177/15514851628125000000000000000,true
9347,307831125463/124118813025000000,true
9350,1836873585555637150246071719/496475252100000000000000000000000,true
9353,977546095640911152072353/124118813025000000000000000000,true
9356,1159314886951/496475252100000000,true
9359,19930665421115881409223315281/1241188130250000000000000000000000,true
9362,402936391354489985139583/31029703256250000000000000000,true
9365,314094471469/124118813025000000,true
9368,2116941100628324484279660127/310297032562500000000000000000000,true
9371,1314562225477436853897409/124118813025000000000000000000,true
9374,2140836175621/496475252100000000,true
9377,15897956152146395693465246851/2482376260500000000000000000000000,true
9380,87036290438151852078931/13790979225000000000000000000,true
9383,158428583423/82745875350000000,true
9386,131322228241891247932094400713/4964752521000000000000000000000000,true
9389,1393189307090853112624561/124118813025000000000000000000,true
9392,1363195834/646452151171875,true
9395,10560548896946104329567287267/551639169000000000000000000000000,true
9398,1667533563736585027966129/124118813025000000000000000000,true
9401,256109070613/49647525210000000,true
9404,7925030492543370626764498001/1654917507000000000000000000000000,true
9407,28992516847953327852911/4137293767500000000000000000,true
9410,30731784967/10343234418750000,true
9413,48474112856898530180007269713/4964752521000000000000000000000000,true
9416,146325835551328436412197/6205940651250000000000000000,true
9419,101846473697/62059406512500000,true
9422,27269215187438145604173089719/992950504200000000000000000000000,true
9425,48427503592028827665457/7757425814062500000000000000,true
9428,797015521561/248237626050000000,true
9431,4123301489585946313405357147/827458753500000000000000000000000,true
9434,378873358053661547497351/62059406512500000000000000000,true
9437,2594238719/992950504200000,true
9440,78112768226027256296025011891/4964752521000000000000000000000000,true
9443,1445282519693627103456203/124118813025000000000000000000,true
9446,714616386019/248237626050000000,true
9449,1615114518859063747872817219/165491750700000000000000000000000,true
9452,228898229846406817169413/24823762605000000000000000000,true
9455,2099706571393/496475252100000000,true
9458,2565685615238233435893016693/551639169000000000000000000000000,true
9461,873936184751930429321279/124118813025000000000000000000,true
9464,171391892063/99295050420000000,true
9467,3626456716125170269980325069/137909792250000000000000000000000,true
9470,531744196024108766891993/41372937675000000000000000000,true
9473,480507671407/248237626050000000,true
9476,6971123259153694560798051211/330983501400000000000000000000000,true
9479,1206288631888892926811669/124118813025000000000000000000,true
9482,2102925144971/496475252100000000,true
9485,14849587092741131575310271581/1654917507000000000000000000000000,true
9488,123490023521757741166493/24823762605000000000000000000,true
9491,193686504749/55163916900000000,true
9494,4927053578442633885680593529/620594065125000000000000000000000,true
9497,2121235007756808847169333/124118813025000000000000000000,true
9500,1141180031051/496475252100000000,true
9503,6454863610854024307133969611/496475252100000000000000000000000,true
9506,17222070876059179515629/1532331025000000000000000000,true
9509,178660554619/62059406512500000,true
9512,3503066638159726357270242421/992950504200000000000000000000000,true
9515,668334018357627308778913/62059406512500000000000000000,true
9518,9150774869/3309835014000000,true
9521,25069399705908266739871322819/2482376260500000000000000000000000,true
9524,92736551922558894787301/10343234418750000000000000000,true
9527,3590644061/1985901008400000,true
9530,4481389312092788327184150419/827458753500000000000000000000000,true
9533,73958843777116832992121/7757425814062500000000000000,true
9536,2062296959789/496475252100000000,true
9539,76805508910217745591365971/11492482687500000000000000000000,true
9542,180687815781010708290961/31029703256250000000000000000,true
9545,1344891814709/496475252100000000,true
9548,1472798783013084546725335777/77574258140625000000000000000000,true
9551,264708332806346773834313/31029703256250000000000000000,true
9554,134519253799/55163916900000000,true
9557,46027799119338771433863744151/4964752521000000000000000000000000,true
9560,842143387444767889894529/124118813025000000000000000000,true
9563,65512421239/10343234418750000,true
9566,36008466343497069006355322269/4964752521000000000000000000000000,true
9569,105328542715055317001059/15514851628125000000000000000,true
9572,1853230054663/496475252100000000,true
9575,1897871947227739542586617089/183879723000000000000000000000000,true
9578,139711135279693824220219/10343234418750000000000000000,true
9581,358738779499/99295050420000000,true
9584,5547851749298868856484741959/310297032562500000000000000000000,true
9587,60780919481674568747839/10343234418750000000000000000,true
9590,247221798637/82745875350000000,true
9593,1681433595820636584580543109/413729376750000000000000000000000,true
9596,21012292172353161915793/4137293767500000000000000000,true
9599,14264645213/5171617209375000,true
9602,6134594367633056490599909197/496475252100000000000000000000000,true
9605,21551123989100917010969/2585808604687500000000000000,true
9608,169842364049/49647525210000000,true
9611,11547086831509265776267463273/1654917507000000000000000000000000,true
9614,661863656357026480048511/41372937675000000000000000000,true
9617,321698926471/124118813025000000,true
9620,13159556527538668041673051651/1654917507000000000000000000000000,true
9623,577362259651361865149423/124118813025000000000000000000,true
9626,1160009082041/496475252100000000,true
9629,88011217043788287434426945593/4964752521000000000000000000000000,true
9632,154408994782492721761793/8274587535000000000000000000,true
9635,150293023091/62059406512500000,true
9638,119745706807924716635263561969/2482376260500000000000000000000000,true
9641,129353930176672019187959/13790979225000000000000000000,true
9644,919389297067/165491750700000000,true
9647,26256556619388417521569879439/4964752521000000000000000000000000,true
9650,779869430361257815288417/124118813025000000000000000000,true
9653,14228743507/5171617209375000,true
9656,2183358016922057568698043469/248237626050000000000000000000000,true
9659,533702196905957017107253/24823762605000000000000000000,true
9662,361763945023/165491750700000000,true
9665,103926100666137732875928015497/4964752521000000000000000000000000,true
9668,8971745985834254663621/1723872403125000000000000000,true
9671,333350998571/99295050420000000,true
9674,12221054643597905567897759671/1654917507000000000000000000000000,true
9677,139824655639008507646361/24823762605000000000000000000,true
9680,1161302367773/496475252100000000,true
9683,43834707723212137842218169413/2482376260500000000000000000000000,true
9686,635828322700068621032237/62059406512500000000000000000,true
9689,50356696489/31029703256250000,true
9692,22315071913487157536514078263/2482376260500000000000000000000000,true
9695,7862790528311974516519/646452151171875000000000000,true
9698,748252582679/165491750700000000,true
9701,5078090466620925824519337283/992950504200000000000000000000000,true
9704,889449330750150430824929/124118813025000000000000000000,true
9707,256633584353/124118813025000000,true
9710,103039442822572995878505925171/4964752521000000000000000000000000,true
9713,100638039498759362851219/7757425814062500000000000000,true
9716,62740660289/31029703256250000,true
9719,30571630182189003308805476089/827458753500000000000000000000000,true
9722,125302911588432432701777/12411881302500000000000000000,true
9725,2934222626647/496475252100000000,true
9728,637954660317997318797774211/68954896125000000000000000000000,true
9731,804677751061550040093373/124118813025000000000000000000,true
9734,983041860431/248237626050000000,true
9737,59401019724379448817995089709/4964752521000000000000000000000000,true
9740,1884276184731898843122629/62059406512500000000000000000,true
9743,18902783329/10343234418750000,true
9746,56100313573674560686408707281/4964752521000000000000000000000000,true
9749,37490858070033552514129/6205940651250000000000000000,true
9752,2687124539/646452151171875,true
9755,1067860569714642512787945889/310297032562500000000000000000000,true
9758,1221660388445709001485833/124118813025000000000000000000,true
9761,856802831869/248237626050000000,true
9764,49172662812470255667551545727/4964752521000000000000000000000000,true
9767,522158923354900610430083/62059406512500000000000000000,true
9770,528068996671/248237626050000000,true
9773,2487079924773434440282840801/413729376750000000000000000000000,true
9776,1669736536393501392664111/124118813025000000000000000000,true
9779,2927625201163/496475252100000000,true
9782,338557484936622580828994641/61293241000000000000000000000000,true
9785,38747758581791034936253/5171617209375000000000000000,true
9788,38380942783/18387972300000000,true
9791,26880813905172329316560873747/1241188130250000000000000000000000,true
9794,994417838528118373091621/124118813025000000000000000000,true
9797,311543881069/124118813025000000,true
9800,149094690326465975789278643/13239340056000000000000000000000,true
9803,862445859545058360902507/124118813025000000000000000000,true
9806,1999393733557/496475252100000000,true
9809,2306001715696965854490456779/310297032562500000000000000000000,true
9812,839533258170668728759861/124118813025000000000000000000,true
9815,864651670423/248237626050000000,true
9818,42325333965304620403282100143/4964752521000000000000000000000000,true
9821,14644710490047789150989/992950504200000000000000000,true
9824,230302890817/82745875350000000,true
9827,40497897476722953005391525677/1241188130250000000000000000000000,true
9830,703692124145522631715163/124118813025000000000000000000,true
9833,2409104153549/496475252100000000,true
9836,6658089800846345404473961279/1654917507000000000000000000000000,true
9839,1108125479649019506726017/124118813025000000000000000000,true
9842,686559793687/248237626050000000,true
9845,62528218617107783895527838409/4964752521000000000000000000000000,true
9848,45488368122787158028591/5171617209375000000000000000,true
9851,119659885889/49647525210000000,true
9854,5732576250375630794307651353/620594065125000000000000000000000,true
9857,1391177904930429724835971/124118813025000000000000000000,true
9860,134482684309/41372937675000000,true
9863,163851397618524788396986073/31029703256250000000000000000000,true
9866,61288641986595500066083/12411881302500000000000000000,true
9869,73484209487/41372937675000000,true
9872,86696896823806797091667352631/4964752521000000000000000000000000,true
9875,4387123388694123080347/387871290703125000000000000,true
9878,217627018877/124118813025000000,true
9881,850306998071735795050031117/49647525210000000000000000000000,true
9884,1019321868434316565059101/124118813025000000000000000000,true
9887,1059260685787/99295050420000000,true
9890,773528295065285410052091421/165491750700000000000000000000000,true
9893,1402780855921567940024249/124118813025000000000000000000,true
9896,1576477544243/496475252100000000,true
9899,51632580846632321681435514611/4964752521000000000000000000000000,true
9902,89500972383688999554487/4964752521000000000000000000,true
9905,242077556809/124118813025000000,true
9908,230906577142207691520579967/15514851628125000000000000000000,true
9911,74883363239158146556597/12411881302500000000000000000,true
9914,285973539707/99295050420000000,true
9917,1326307620113414713168573109/275819584500000000000000000000000,true
9920,98970076893171675773129/15514851628125000000000000000,true
9923,931473509113/496475252100000000,true
9926,64602230301440329740629315561/4964752521000000000000000000000000,true
9929,138327472837161148029281/10343234418750000000000000000,true
9932,21950392183/9929505042000000,true
9935,289040200814382592512291771/30646620500000000000000000000000,true
9938,1028595460173850775456461/124118813025000000000000000000,true
9941,1534815162149/496475252100000000,true
9944,38693835279957342372048608789/4964752521000000000000000000000000,true
9947,686402045764953314371597/124118813025000000000000000000,true
9950,10815053267/6205940651250000,true
9953,13658097950347045876381824671/992950504200000000000000000000000,true
9956,96212525630715353941031/6205940651250000000000000000,true
9959,1105126892737/496475252100000000,true
9962,755722902705313622536236169/66196700280000000000000000000000,true
9965,14482043475204569640039/1532331025000000000000000000,true
9968,605703355609/99295050420000000,true
9971,6725055778175791887961716203/992950504200000000000000000000000,true
9974,680796360671933337647783/124118813025000000000000000000,true
9977,92686747133/20686468837500000,true
9980,4648593827907309689524381217/496475252100000000000000000000000,true
9983,1134108710293239602935553/62059406512500000000000000000,true
9986,442013963909/248237626050000000,true
9989,3690753028460861541740943323/275819584500000000000000000000000,true
9992,812627945070728159761927/124118813025000000000000000000,true
9995,106306942093/27581958450000000,true
9998,2643536698696843509150442469/620594065125000000000000000000000,true
10001,34768482785113555697869/3447744806250000000000000000,true
10004,439938160843/99295050420000000,true
10007,3458470144728382618059333877/413729376750000000000000000000000,true
10010,311262582606224009060453/31029703256250000000000000000,true
10013,281294241653/124118813025000000,true
10016,9221636051535815828873505623/1241188130250000000000000000000000,true
10019,476731640195954227353689/41372937675000000000000000000,true
10022,615702191653/124118813025000000,true
10025,35212796611024196750008979911/4964752521000000000000000000000000,true
10028,1011289054657722990861563/124118813025000000000000000000,true
10031,1524457848457/496475252100000000,true
10034,58414545192876817489437698521/4964752521000000000000000000000000,true
10037,201352563431838885207703/24823762605000000000000000000,true
10040,43044691691/20686468837500000,true
10043,17096014793347839534551161423/1241188130250000000000000000000000,true
10046,359530534851157530129071/41372937675000000000000000000,true
10049,1063838809529/248237626050000000,true
10052,23201719706273104233937096217/4964752521000000000000000000000000,true
10055,38079482368091168697977/6205940651250000000000000000,true
10058,777352879987/124118813025000000,true
10061,37867953029269453571126165503/4964752521000000000000000000000000,true
10064,2669636505120400617247963/124118813025000000000000000000,true
10067,954911211593/496475252100000000,true
