hook,source,passed,detail
H1_retarded_window_identity,d5:r143:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r143:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r143:podd:b0,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r143:podd:b0,yes,3c+1=286 2a=286
H2_direct_child_mod3,d5:r143:podd:b0,yes,c_mod3=2
H2_direct_target,d5:r143:podd:b0,yes,target=d5:r95:podd:b0 expected=d5:r95:podd:b0
H2_direct_window_le_target,d5:r143:podd:b0,yes,y=8
H2_direct_window_le_target,d5:r143:podd:b0,yes,y=9
H2_direct_window_le_target,d5:r143:podd:b0,yes,y=10
H1_retarded_target,d5:r143:peven:b1,yes,target=d5:r86:peven:b2 expected=d5:r86:peven:b2
H1_retarded_window_identity,d5:r143:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r143:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r143:peven:b1,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r143:peven:b1,yes,3c+1=4660 2a=4660
H2_direct_child_mod3,d5:r143:peven:b1,yes,c_mod3=2
H2_direct_target,d5:r143:peven:b1,yes,target=d5:r95:podd:b0 expected=d5:r95:podd:b0
H2_direct_window_le_target,d5:r143:peven:b1,yes,y=8
H2_direct_window_le_target,d5:r143:peven:b1,yes,y=9
H2_direct_window_le_target,d5:r143:peven:b1,yes,y=10
H1_retarded_target,d5:r143:peven:b2,yes,target=d5:r86:peven:b2 expected=d5:r86:peven:b2
H1_retarded_window_identity,d5:r143:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r143:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r143:peven:b2,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r143:peven:b2,yes,3c+1=1744 2a=1744
H2_direct_child_mod3,d5:r143:peven:b2,yes,c_mod3=2
H2_direct_target,d5:r143:peven:b2,yes,target=d5:r95:podd:b0 expected=d5:r95:podd:b0
H2_direct_window_le_target,d5:r143:peven:b2,yes,y=8
H2_direct_window_le_target,d5:r143:peven:b2,yes,y=9
H2_direct_window_le_target,d5:r143:peven:b2,yes,y=10
H1_retarded_target,d5:r144:podd:b0,yes,target=d5:r90:peven:b2 expected=d5:r90:peven:b2
H1_retarded_window_identity,d5:r144:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r144:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r144:podd:b0,yes,y=10
H1_retarded_target,d5:r144:peven:b1,yes,target=d5:r90:peven:b2 expected=d5:r90:peven:b2
H1_retarded_window_identity,d5:r144:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r144:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r144:peven:b1,yes,y=10
H1_retarded_target,d5:r144:peven:b2,yes,target=d5:r90:peven:b2 expected=d5:r90:peven:b2
H1_retarded_window_identity,d5:r144:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r144:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r144:peven:b2,yes,y=10
H1_retarded_target,d5:r145:podd:b0,yes,target=d5:r94:peven:b2 expected=d5:r94:peven:b2
H1_retarded_window_identity,d5:r145:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r145:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r145:podd:b0,yes,y=10
H1_retarded_target,d5:r145:peven:b1,yes,target=d5:r94:peven:b2 expected=d5:r94:peven:b2
H1_retarded_window_identity,d5:r145:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r145:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r145:peven:b1,yes,y=10
H1_retarded_target,d5:r145:peven:b2,yes,target=d5:r94:peven:b2 expected=d5:r94:peven:b2
H1_retarded_window_identity,d5:r145:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r145:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r145:peven:b2,yes,y=10
H1_retarded_target,d5:r146:podd:b0,yes,target=d5:r98:peven:b2 expected=d5:r98:peven:b2
H1_retarded_window_identity,d5:r146:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r146:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r146:podd:b0,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r146:podd:b0,yes,3c+1=1750 2a=1750
H3_lift_child_mod3,d5:r146:podd:b0,yes,c_mod3=1
H3_lift_route,d5:r146:podd:b0,yes,T(2c)=583 c=583
H3_lift_target,d5:r146:podd:b0,yes,target=d5:r194:peven:b1 expected=d5:r194:peven:b1
H3_lift_parity_window_exact,d5:r146:podd:b0,yes,y=8
H3_lift_parity_window_exact,d5:r146:podd:b0,yes,y=9
H3_lift_parity_window_exact,d5:r146:podd:b0,yes,y=10
H1_retarded_target,d5:r146:peven:b1,yes,target=d5:r98:peven:b2 expected=d5:r98:peven:b2
H1_retarded_window_identity,d5:r146:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r146:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r146:peven:b1,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r146:peven:b1,yes,3c+1=292 2a=292
H3_lift_child_mod3,d5:r146:peven:b1,yes,c_mod3=1
H3_lift_route,d5:r146:peven:b1,yes,T(2c)=97 c=97
H3_lift_target,d5:r146:peven:b1,yes,target=d5:r194:peven:b1 expected=d5:r194:peven:b1
H3_lift_parity_window_exact,d5:r146:peven:b1,yes,y=8
H3_lift_parity_window_exact,d5:r146:peven:b1,yes,y=9
H3_lift_parity_window_exact,d5:r146:peven:b1,yes,y=10
H1_retarded_target,d5:r146:peven:b2,yes,target=d5:r98:peven:b2 expected=d5:r98:peven:b2
H1_retarded_window_identity,d5:r146:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r146:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r146:peven:b2,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r146:peven:b2,yes,3c+1=3208 2a=3208
H3_lift_child_mod3,d5:r146:peven:b2,yes,c_mod3=1
H3_lift_route,d5:r146:peven:b2,yes,T(2c)=1069 c=1069
H3_lift_target,d5:r146:peven:b2,yes,target=d5:r194:peven:b1 expected=d5:r194:peven:b1
H3_lift_parity_window_exact,d5:r146:peven:b2,yes,y=8
H3_lift_parity_window_exact,d5:r146:peven:b2,yes,y=9
H3_lift_parity_window_exact,d5:r146:peven:b2,yes,y=10
H1_retarded_target,d5:r147:podd:b0,yes,target=d5:r102:peven:b2 expected=d5:r102:peven:b2
H1_retarded_window_identity,d5:r147:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r147:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r147:podd:b0,yes,y=10
H1_retarded_target,d5:r147:peven:b1,yes,target=d5:r102:peven:b2 expected=d5:r102:peven:b2
H1_retarded_window_identity,d5:r147:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r147:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r147:peven:b1,yes,y=10
H1_retarded_target,d5:r147:peven:b2,yes,target=d5:r102:peven:b2 expected=d5:r102:peven:b2
H1_retarded_window_identity,d5:r147:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r147:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r147:peven:b2,yes,y=10
H1_retarded_target,d5:r148:podd:b0,yes,target=d5:r106:peven:b2 expected=d5:r106:peven:b2
H1_retarded_window_identity,d5:r148:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r148:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r148:podd:b0,yes,y=10
H1_retarded_target,d5:r148:peven:b1,yes,target=d5:r106:peven:b2 expected=d5:r106:peven:b2
H1_retarded_window_identity,d5:r148:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r148:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r148:peven:b1,yes,y=10
H1_retarded_target,d5:r148:peven:b2,yes,target=d5:r106:peven:b2 expected=d5:r106:peven:b2
H1_retarded_window_identity,d5:r148:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r148:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r148:peven:b2,yes,y=10
H1_retarded_target,d5:r149:podd:b0,yes,target=d5:r110:peven:b2 expected=d5:r110:peven:b2
H1_retarded_window_identity,d5:r149:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r149:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r149:podd:b0,yes,y=10
H1_retarded_target,d5:r149:peven:b1,yes,target=d5:r110:peven:b2 expected=d5:r110:peven:b2
H1_retarded_window_identity,d5:r149:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r149:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r149:peven:b1,yes,y=10
H1_retarded_target,d5:r149:peven:b2,yes,target=d5:r110:peven:b2 expected=d5:r110:peven:b2
H1_retarded_window_identity,d5:r149:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r149:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r149:peven:b2,yes,y=10
H1_retarded_target,d5:r150:podd:b0,yes,target=d5:r114:peven:b2 expected=d5:r114:peven:b2
H1_retarded_window_identity,d5:r150:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r150:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r150:podd:b0,yes,y=10
H1_retarded_target,d5:r150:peven:b1,yes,target=d5:r114:peven:b2 expected=d5:r114:peven:b2
H1_retarded_window_identity,d5:r150:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r150:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r150:peven:b1,yes,y=10
H1_retarded_target,d5:r150:peven:b2,yes,target=d5:r114:peven:b2 expected=d5:r114:peven:b2
H1_retarded_window_identity,d5:r150:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r150:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r150:peven:b2,yes,y=10
H1_retarded_target,d5:r151:podd:b0,yes,target=d5:r118:peven:b2 expected=d5:r118:peven:b2
H1_retarded_window_identity,d5:r151:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r151:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r151:podd:b0,yes,y=10
H1_retarded_target,d5:r151:peven:b1,yes,target=d5:r118:peven:b2 expected=d5:r118:peven:b2
H1_retarded_window_identity,d5:r151:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r151:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r151:peven:b1,yes,y=10
H1_retarded_target,d5:r151:peven:b2,yes,target=d5:r118:peven:b2 expected=d5:r118:peven:b2
H1_retarded_window_identity,d5:r151:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r151:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r151:peven:b2,yes,y=10
H1_retarded_target,d5:r152:podd:b0,yes,target=d5:r122:peven:b2 expected=d5:r122:peven:b2
H1_retarded_window_identity,d5:r152:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r152:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r152:podd:b0,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r152:podd:b0,yes,3c+1=1762 2a=1762
H2_direct_child_mod3,d5:r152:podd:b0,yes,c_mod3=2
H2_direct_target,d5:r152:podd:b0,yes,target=d5:r101:podd:b0 expected=d5:r101:podd:b0
H2_direct_window_le_target,d5:r152:podd:b0,yes,y=8
H2_direct_window_le_target,d5:r152:podd:b0,yes,y=9
H2_direct_window_le_target,d5:r152:podd:b0,yes,y=10
H1_retarded_target,d5:r152:peven:b1,yes,target=d5:r122:peven:b2 expected=d5:r122:peven:b2
H1_retarded_window_identity,d5:r152:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r152:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r152:peven:b1,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r152:peven:b1,yes,3c+1=3220 2a=3220
H2_direct_child_mod3,d5:r152:peven:b1,yes,c_mod3=2
H2_direct_target,d5:r152:peven:b1,yes,target=d5:r101:podd:b0 expected=d5:r101:podd:b0
H2_direct_window_le_target,d5:r152:peven:b1,yes,y=8
H2_direct_window_le_target,d5:r152:peven:b1,yes,y=9
H2_direct_window_le_target,d5:r152:peven:b1,yes,y=10
H1_retarded_target,d5:r152:peven:b2,yes,target=d5:r122:peven:b2 expected=d5:r122:peven:b2
H1_retarded_window_identity,d5:r152:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r152:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r152:peven:b2,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r152:peven:b2,yes,3c+1=304 2a=304
H2_direct_child_mod3,d5:r152:peven:b2,yes,c_mod3=2
H2_direct_target,d5:r152:peven:b2,yes,target=d5:r101:podd:b0 expected=d5:r101:podd:b0
H2_direct_window_le_target,d5:r152:peven:b2,yes,y=8
H2_direct_window_le_target,d5:r152:peven:b2,yes,y=9
H2_direct_window_le_target,d5:r152:peven:b2,yes,y=10
H1_retarded_target,d5:r153:podd:b0,yes,target=d5:r126:peven:b2 expected=d5:r126:peven:b2
H1_retarded_window_identity,d5:r153:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r153:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r153:podd:b0,yes,y=10
H1_retarded_target,d5:r153:peven:b1,yes,target=d5:r126:peven:b2 expected=d5:r126:peven:b2
H1_retarded_window_identity,d5:r153:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r153:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r153:peven:b1,yes,y=10
H1_retarded_target,d5:r153:peven:b2,yes,target=d5:r126:peven:b2 expected=d5:r126:peven:b2
H1_retarded_window_identity,d5:r153:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r153:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r153:peven:b2,yes,y=10
H1_retarded_target,d5:r154:podd:b0,yes,target=d5:r130:peven:b2 expected=d5:r130:peven:b2
H1_retarded_window_identity,d5:r154:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r154:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r154:podd:b0,yes,y=10
H1_retarded_target,d5:r154:peven:b1,yes,target=d5:r130:peven:b2 expected=d5:r130:peven:b2
H1_retarded_window_identity,d5:r154:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r154:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r154:peven:b1,yes,y=10
H1_retarded_target,d5:r154:peven:b2,yes,target=d5:r130:peven:b2 expected=d5:r130:peven:b2
H1_retarded_window_identity,d5:r154:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r154:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r154:peven:b2,yes,y=10
H1_retarded_target,d5:r155:podd:b0,yes,target=d5:r134:peven:b2 expected=d5:r134:peven:b2
H1_retarded_window_identity,d5:r155:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r155:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r155:podd:b0,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r155:podd:b0,yes,3c+1=310 2a=310
H3_lift_child_mod3,d5:r155:podd:b0,yes,c_mod3=1
H3_lift_route,d5:r155:podd:b0,yes,T(2c)=103 c=103
H3_lift_target,d5:r155:podd:b0,yes,target=d5:r206:peven:b1 expected=d5:r206:peven:b1
H3_lift_parity_window_exact,d5:r155:podd:b0,yes,y=8
H3_lift_parity_window_exact,d5:r155:podd:b0,yes,y=9
H3_lift_parity_window_exact,d5:r155:podd:b0,yes,y=10
H1_retarded_target,d5:r155:peven:b1,yes,target=d5:r134:peven:b2 expected=d5:r134:peven:b2
H1_retarded_window_identity,d5:r155:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r155:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r155:peven:b1,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r155:peven:b1,yes,3c+1=4684 2a=4684
H3_lift_child_mod3,d5:r155:peven:b1,yes,c_mod3=1
H3_lift_route,d5:r155:peven:b1,yes,T(2c)=1561 c=1561
H3_lift_target,d5:r155:peven:b1,yes,target=d5:r206:peven:b1 expected=d5:r206:peven:b1
H3_lift_parity_window_exact,d5:r155:peven:b1,yes,y=8
H3_lift_parity_window_exact,d5:r155:peven:b1,yes,y=9
H3_lift_parity_window_exact,d5:r155:peven:b1,yes,y=10
H1_retarded_target,d5:r155:peven:b2,yes,target=d5:r134:peven:b2 expected=d5:r134:peven:b2
H1_retarded_window_identity,d5:r155:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r155:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r155:peven:b2,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r155:peven:b2,yes,3c+1=1768 2a=1768
H3_lift_child_mod3,d5:r155:peven:b2,yes,c_mod3=1
H3_lift_route,d5:r155:peven:b2,yes,T(2c)=589 c=589
H3_lift_target,d5:r155:peven:b2,yes,target=d5:r206:peven:b1 expected=d5:r206:peven:b1
H3_lift_parity_window_exact,d5:r155:peven:b2,yes,y=8
H3_lift_parity_window_exact,d5:r155:peven:b2,yes,y=9
H3_lift_parity_window_exact,d5:r155:peven:b2,yes,y=10
H1_retarded_target,d5:r156:podd:b0,yes,target=d5:r138:peven:b2 expected=d5:r138:peven:b2
H1_retarded_window_identity,d5:r156:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r156:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r156:podd:b0,yes,y=10
H1_retarded_target,d5:r156:peven:b1,yes,target=d5:r138:peven:b2 expected=d5:r138:peven:b2
H1_retarded_window_identity,d5:r156:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r156:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r156:peven:b1,yes,y=10
H1_retarded_target,d5:r156:peven:b2,yes,target=d5:r138:peven:b2 expected=d5:r138:peven:b2
H1_retarded_window_identity,d5:r156:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r156:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r156:peven:b2,yes,y=10
H1_retarded_target,d5:r157:podd:b0,yes,target=d5:r142:peven:b2 expected=d5:r142:peven:b2
H1_retarded_window_identity,d5:r157:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r157:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r157:podd:b0,yes,y=10
H1_retarded_target,d5:r157:peven:b1,yes,target=d5:r142:peven:b2 expected=d5:r142:peven:b2
H1_retarded_window_identity,d5:r157:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r157:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r157:peven:b1,yes,y=10
H1_retarded_target,d5:r157:peven:b2,yes,target=d5:r142:peven:b2 expected=d5:r142:peven:b2
H1_retarded_window_identity,d5:r157:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r157:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r157:peven:b2,yes,y=10
H1_retarded_target,d5:r158:podd:b0,yes,target=d5:r146:peven:b2 expected=d5:r146:peven:b2
H1_retarded_window_identity,d5:r158:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r158:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r158:podd:b0,yes,y=10
H1_retarded_target,d5:r158:peven:b1,yes,target=d5:r146:peven:b2 expected=d5:r146:peven:b2
H1_retarded_window_identity,d5:r158:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r158:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r158:peven:b1,yes,y=10
H1_retarded_target,d5:r158:peven:b2,yes,target=d5:r146:peven:b2 expected=d5:r146:peven:b2
H1_retarded_window_identity,d5:r158:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r158:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r158:peven:b2,yes,y=10
H1_retarded_target,d5:r159:podd:b0,yes,target=d5:r150:peven:b2 expected=d5:r150:peven:b2
H1_retarded_window_identity,d5:r159:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r159:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r159:podd:b0,yes,y=10
H1_retarded_target,d5:r159:peven:b1,yes,target=d5:r150:peven:b2 expected=d5:r150:peven:b2
H1_retarded_window_identity,d5:r159:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r159:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r159:peven:b1,yes,y=10
H1_retarded_target,d5:r159:peven:b2,yes,target=d5:r150:peven:b2 expected=d5:r150:peven:b2
H1_retarded_window_identity,d5:r159:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r159:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r159:peven:b2,yes,y=10
H1_retarded_target,d5:r160:podd:b0,yes,target=d5:r154:peven:b2 expected=d5:r154:peven:b2
H1_retarded_window_identity,d5:r160:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r160:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r160:podd:b0,yes,y=10
H1_retarded_target,d5:r160:peven:b1,yes,target=d5:r154:peven:b2 expected=d5:r154:peven:b2
H1_retarded_window_identity,d5:r160:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r160:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r160:peven:b1,yes,y=10
H1_retarded_target,d5:r160:peven:b2,yes,target=d5:r154:peven:b2 expected=d5:r154:peven:b2
H1_retarded_window_identity,d5:r160:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r160:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r160:peven:b2,yes,y=10
H1_retarded_target,d5:r161:podd:b0,yes,target=d5:r158:peven:b2 expected=d5:r158:peven:b2
H1_retarded_window_identity,d5:r161:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r161:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r161:podd:b0,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r161:podd:b0,yes,3c+1=322 2a=322
H2_direct_child_mod3,d5:r161:podd:b0,yes,c_mod3=2
H2_direct_target,d5:r161:podd:b0,yes,target=d5:r107:podd:b0 expected=d5:r107:podd:b0
H2_direct_window_le_target,d5:r161:podd:b0,yes,y=8
H2_direct_window_le_target,d5:r161:podd:b0,yes,y=9
H2_direct_window_le_target,d5:r161:podd:b0,yes,y=10
H1_retarded_target,d5:r161:peven:b1,yes,target=d5:r158:peven:b2 expected=d5:r158:peven:b2
H1_retarded_window_identity,d5:r161:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r161:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r161:peven:b1,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r161:peven:b1,yes,3c+1=1780 2a=1780
H2_direct_child_mod3,d5:r161:peven:b1,yes,c_mod3=2
H2_direct_target,d5:r161:peven:b1,yes,target=d5:r107:podd:b0 expected=d5:r107:podd:b0
H2_direct_window_le_target,d5:r161:peven:b1,yes,y=8
H2_direct_window_le_target,d5:r161:peven:b1,yes,y=9
H2_direct_window_le_target,d5:r161:peven:b1,yes,y=10
H1_retarded_target,d5:r161:peven:b2,yes,target=d5:r158:peven:b2 expected=d5:r158:peven:b2
H1_retarded_window_identity,d5:r161:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r161:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r161:peven:b2,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r161:peven:b2,yes,3c+1=4696 2a=4696
H2_direct_child_mod3,d5:r161:peven:b2,yes,c_mod3=2
H2_direct_target,d5:r161:peven:b2,yes,target=d5:r107:podd:b0 expected=d5:r107:podd:b0
H2_direct_window_le_target,d5:r161:peven:b2,yes,y=8
H2_direct_window_le_target,d5:r161:peven:b2,yes,y=9
H2_direct_window_le_target,d5:r161:peven:b2,yes,y=10
H1_retarded_target,d5:r162:podd:b0,yes,target=d5:r162:peven:b2 expected=d5:r162:peven:b2
H1_retarded_window_identity,d5:r162:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r162:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r162:podd:b0,yes,y=10
H1_retarded_target,d5:r162:peven:b1,yes,target=d5:r162:peven:b2 expected=d5:r162:peven:b2
H1_retarded_window_identity,d5:r162:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r162:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r162:peven:b1,yes,y=10
H1_retarded_target,d5:r162:peven:b2,yes,target=d5:r162:peven:b2 expected=d5:r162:peven:b2
H1_retarded_window_identity,d5:r162:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r162:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r162:peven:b2,yes,y=10
H1_retarded_target,d5:r163:podd:b0,yes,target=d5:r166:peven:b2 expected=d5:r166:peven:b2
H1_retarded_window_identity,d5:r163:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r163:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r163:podd:b0,yes,y=10
H1_retarded_target,d5:r163:peven:b1,yes,target=d5:r166:peven:b2 expected=d5:r166:peven:b2
H1_retarded_window_identity,d5:r163:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r163:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r163:peven:b1,yes,y=10
H1_retarded_target,d5:r163:peven:b2,yes,target=d5:r166:peven:b2 expected=d5:r166:peven:b2
H1_retarded_window_identity,d5:r163:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r163:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r163:peven:b2,yes,y=10
H1_retarded_target,d5:r164:podd:b0,yes,target=d5:r170:peven:b2 expected=d5:r170:peven:b2
H1_retarded_window_identity,d5:r164:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r164:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r164:podd:b0,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r164:podd:b0,yes,3c+1=1786 2a=1786
H3_lift_child_mod3,d5:r164:podd:b0,yes,c_mod3=1
H3_lift_route,d5:r164:podd:b0,yes,T(2c)=595 c=595
H3_lift_target,d5:r164:podd:b0,yes,target=d5:r218:peven:b1 expected=d5:r218:peven:b1
H3_lift_parity_window_exact,d5:r164:podd:b0,yes,y=8
H3_lift_parity_window_exact,d5:r164:podd:b0,yes,y=9
H3_lift_parity_window_exact,d5:r164:podd:b0,yes,y=10
H1_retarded_target,d5:r164:peven:b1,yes,target=d5:r170:peven:b2 expected=d5:r170:peven:b2
H1_retarded_window_identity,d5:r164:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r164:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r164:peven:b1,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r164:peven:b1,yes,3c+1=3244 2a=3244
H3_lift_child_mod3,d5:r164:peven:b1,yes,c_mod3=1
H3_lift_route,d5:r164:peven:b1,yes,T(2c)=1081 c=1081
H3_lift_target,d5:r164:peven:b1,yes,target=d5:r218:peven:b1 expected=d5:r218:peven:b1
H3_lift_parity_window_exact,d5:r164:peven:b1,yes,y=8
H3_lift_parity_window_exact,d5:r164:peven:b1,yes,y=9
H3_lift_parity_window_exact,d5:r164:peven:b1,yes,y=10
H1_retarded_target,d5:r164:peven:b2,yes,target=d5:r170:peven:b2 expected=d5:r170:peven:b2
H1_retarded_window_identity,d5:r164:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r164:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r164:peven:b2,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r164:peven:b2,yes,3c+1=328 2a=328
H3_lift_child_mod3,d5:r164:peven:b2,yes,c_mod3=1
H3_lift_route,d5:r164:peven:b2,yes,T(2c)=109 c=109
H3_lift_target,d5:r164:peven:b2,yes,target=d5:r218:peven:b1 expected=d5:r218:peven:b1
